,index,P_Z0,P_Z1,P_WH,T_Z0,T_Z1,top_icv_status,bottom_icv_status,failure,P_bottom,T_WH,Type
0,0,784.4317406995731,713.7872112245017,228.39879918987802,89.8276351385321,89.24634301311056,True,True,False,741.654200788489,67.7956645512274,
1,0,780.225649249088,720.65969049212,222.23582275928618,87.98895518218777,89.04212165007931,False,True,True,782.071943878982,71.4065064567634,Close_Top
2,0,845.8554696331349,780.1812394871315,225.82673201963536,90.52707007683621,89.88568886412442,False,True,False,843.773141928918,77.3422020829402,
3,0,845.303947641052,786.8360496950727,229.81995919026647,87.6599004615407,89.04670888562764,True,True,False,845.610764586454,75.4967969955275,Open_Top
4,0,783.8624332084197,725.2789047127864,226.36652796049967,91.14617332560434,87.74467785447888,True,True,False,786.017829825038,72.3144026448099,
5,0,789.3959055057272,731.5264397485092,226.24675332836026,88.51917080994248,88.30088813845494,True,False,True,714.351326282478,69.0246709189715,Close_Bottom
6,0,818.9741145021769,769.334798406604,227.59146338963276,86.37108681092572,88.57636163085418,True,False,False,744.905426749397,72.1062973792309,
7,0,822.0489548310509,768.0132925983714,224.55781997878023,87.73617223018174,89.9925693453807,True,False,False,743.112018077133,73.6532649046308,
8,0,843.4547743080981,783.0047988999572,96.8477157813683,88.59436975295696,90.30079588490216,True,False,False,728.347063841267,83.3385504451962,
9,0,852.2475198471507,790.9291985831451,97.52094510683378,86.86185469138634,90.58471752430302,True,True,True,845.964482216719,84.4860403090061,Open_Bottom
10,0,842.7602534296442,777.9165942476083,113.13930107724923,87.37112214376539,88.26337302609056,True,True,False,836.384198893326,81.9008508193187,
11,0,845.7017050999399,792.9652811905697,106.98931603088676,87.43689932793968,86.21323395573555,True,True,True,842.502390735676,81.8040543219774,Close_Top
12,0,780.9678782747359,717.6132317641479,221.80254705263724,88.05281078473242,89.36134476371795,True,True,False,781.609256388824,71.5057386614145,
13,0,785.8438463902826,717.8638020642904,226.9012735858876,90.57409818222882,88.1025131390203,True,True,False,785.055553843952,71.9957974903695,
14,0,800.8487412016551,724.2852716652374,223.824426360713,91.60044196286728,92.08319170910671,True,True,False,796.680020834308,75.4387598275973,
15,0,787.4514858724995,733.8961250740497,224.76169942037646,89.0585199650038,89.70275293367568,True,True,True,790.94099170932,72.9058073203781,Close_Bottom
16,0,413.09494680311445,341.2184360622777,226.93815789879815,86.75476210740746,89.87259024205123,True,True,False,428.544677984662,4.97653634549948,
17,0,419.1006403990817,350.30145937191094,225.14937648521277,86.65394567878946,87.38758555164084,True,True,True,434.102383890168,5.05469085199911,Close_Bottom
18,0,790.3198810102741,729.2614147460782,235.48924299368863,89.7590212984374,88.31974536351727,True,True,False,791.908471319263,71.621534821542,
19,0,798.7512053183386,739.3199879169476,220.69637903454247,86.5840717229495,88.0422732772758,True,False,True,719.999203670818,69.8212141709398,Close_Bottom
20,0,807.294894224124,752.339232556793,233.1610075996555,88.17833859145843,89.2326907134434,True,False,False,732.448601133311,71.0537694103696,
21,0,812.3396480569957,740.8549505027697,234.29005382273843,89.14395438089294,88.1850571738621,True,False,True,809.894513504274,72.5946065318017,Open_Bottom
22,0,823.8434528565449,764.1379182212767,224.77219440638564,89.4551851822915,89.7814946467434,True,False,False,824.268818839892,75.5273775059024,
23,0,825.8171426921633,761.377145568581,225.71313770681928,89.79537992119472,87.96208745935954,True,True,True,824.772584713081,74.673833279238,Open_Bottom
24,0,783.1388146685888,720.2048430691359,225.8730148160922,87.4458465556779,88.01086621850207,True,True,False,784.014827359756,70.4200286551695,
25,0,780.1444312562866,725.3689323690303,225.1686119355078,88.25319556399378,89.61421386236516,False,True,False,737.527718625521,66.13396788021,Close_Top
26,0,789.7089914014958,729.9180693477601,220.18450367890622,87.03125310725339,89.56885537700623,False,True,False,744.611701102275,66.1208174467512,
27,0,783.1083427195389,716.5617169132979,227.9831830453217,87.07315353896242,90.12933207650076,True,True,True,782.950064755242,70.9165692440405,Open_Top
28,0,776.4272670355658,736.0782700733356,223.77734912229377,88.31684539901292,88.36739378012317,True,True,False,784.002411536303,71.6917586816016,
29,0,784.0827505045469,716.9064548628551,226.04254145881973,84.8370448798048,88.50101238717387,True,True,False,783.641857266097,69.1877936517128,
30,0,842.8618849007307,780.3643572103035,114.97363255373924,85.35797810788468,84.67289033481565,True,True,False,837.255428796834,79.1372486652839,
31,0,843.4183360535324,778.4905159101492,114.33023296285602,86.79880783463784,85.35554397002682,True,True,False,837.032860868585,80.1467801588806,
32,0,824.0646572906346,762.4886218352588,117.46553447017824,72.69496165303623,75.90611959150823,True,True,False,819.563069321349,67.5928134793977,
33,0,823.2811694646728,765.608823617447,111.72282201239683,75.04729757309094,77.59900320727702,False,True,True,753.698967136665,64.5117273001653,Close_Top
34,0,835.0198951104001,779.3530606360305,242.09010104704672,87.4568183267617,87.0826199755295,False,True,False,786.232461331702,68.3779504335116,
35,0,844.0740850735972,787.3742377791738,240.18366838691907,89.77104597278336,89.49359360055726,True,True,True,845.363781282132,76.0052627183902,Open_Top
36,0,783.2981293561052,723.6111135660026,223.76936669786687,91.37189656221838,88.58281833531629,True,True,False,785.026038422929,72.9585546917453,
37,0,795.1507670481404,727.8513239455323,227.72069636905846,86.819408160455,88.9878031850311,False,True,True,750.47691035431,65.7521734045727,Close_Top
38,0,841.0253862919858,785.3181746737845,114.60638169812512,86.07659975841146,86.0168781637619,False,True,False,768.989765442269,76.1258331388923,
39,0,853.181594884941,788.4164210317593,115.0035673762155,87.26811689124985,85.4417561967708,True,True,False,846.548016591291,80.951038393908,Open_Top
40,0,841.4785689919205,791.9456267383156,113.3072269194596,87.00521399123815,86.17437913288644,True,True,False,839.588356462095,81.0849096781399,
41,0,837.1927763759654,779.4621372305418,123.33082763005474,86.96098267147616,85.76804946455023,True,True,True,833.506665598254,79.7447004401687,Close_Bottom
42,0,835.9981439329943,785.0176721781446,246.7465784022036,84.2935002450337,84.2349948842218,True,True,False,839.557990302329,69.9551827780152,
43,0,848.9826871092976,788.9802414589907,248.9896734825985,82.29208965757896,83.96890827432635,False,True,True,849.560405029583,69.2733146504668,Close_Top
44,0,779.6110806241826,724.2101416931736,204.00655998039,87.3799343748577,90.95712273886043,False,True,False,781.96113946565,73.6501607716369,
45,0,786.919553246995,719.1763376557418,200.50835069952018,87.46393099036892,88.00142613284157,True,True,True,785.116281287636,72.3853104765843,Open_Top
46,0,780.6704891679153,727.3347000272547,218.66226871020808,90.11181458695998,86.77372254776512,True,True,False,784.182568939057,71.8226115311372,
47,0,792.6903772287602,726.7663590030913,231.05800000077974,89.36483671370696,89.46691091477975,False,True,False,749.008338930314,67.7868725858505,Close_Top
48,0,790.323291756229,717.369751297378,224.943012969212,87.13346308672796,88.34075441441142,False,True,False,745.965276706959,65.8914760865191,
49,0,792.0248300589695,724.1028195124386,225.45189882366856,90.17604266637227,90.08140491177232,False,True,False,747.441194600618,68.9986504197655,
50,0,769.2642343368725,702.5972880131014,215.41501532066707,80.06339007944459,88.16497258513368,False,True,False,726.845791493805,58.0598301484587,
51,0,770.7893901677994,694.1423524052395,212.10971074131362,80.57832013941496,87.9800857902519,True,True,True,767.210665868734,66.1497104221166,Open_Top
52,0,792.6400919437941,706.7247182721406,224.22843843243007,89.01010604899723,88.6565707427017,True,True,False,785.63553491131,71.4207974744554,
53,0,775.1241396209916,711.7859680266982,226.60837734127804,88.3553968279606,88.92897111005844,True,True,False,776.164140624628,70.6145050435028,
54,0,793.6700833755884,734.1018602139325,229.06823607091133,90.25657445052784,89.4564444434521,True,True,False,795.322896054858,73.2430814109371,
55,0,788.9973974634156,728.3290774669952,225.42178982740947,90.06720686726172,88.38652105204514,True,True,False,790.321489965805,72.4830057679667,
56,0,786.7220114408123,720.7831208805153,228.51199597166908,88.35856537850113,89.08291142035229,True,True,False,786.643858217296,71.3292033008349,
57,0,779.0672180262803,729.180535575547,228.05818373585524,86.7347786944331,87.31161615800714,False,True,False,737.151183166351,64.3306613769688,Close_Top
